Buffnum,Timestamp,Buffer Size, Detected Freq (Hz), Interpol Note, Commputation Time (uS)
1,0.0106667,2048,0,Silence0,136
2,0.0213333,2048,0,Silence0,508
3,0.032,2048,0,Silence0,48
4,0.0426667,2048,0,Silence0,46
5,0.0533333,2048,0,Silence0,123
6,0.064,2048,0,Silence0,44
7,0.0746667,2048,0,Silence0,45
8,0.0853333,2048,0,Silence0,44
9,0.096,2048,0,Silence0,584
10,0.106667,2048,0,Silence0,46
11,0.117333,2048,0,Silence0,41
12,0.128,2048,0,Silence0,44
13,0.138667,2048,0,Silence0,107
14,0.149333,2048,0,Silence0,944
15,0.16,2048,0,Silence0,51
16,0.170667,2048,0,Silence0,45
17,0.181333,2048,0,Silence0,61
18,0.192,2048,0,Silence0,42
19,0.202667,2048,0,Silence0,46
20,0.213333,2048,0,Silence0,40
21,0.224,2048,0,Silence0,55
22,0.234667,2048,0,Silence0,45
23,0.245333,2048,0,Silence0,40
24,0.256,2048,0,Silence0,46
25,0.266667,2048,0,Silence0,58
26,0.277333,2048,0,Silence0,42
27,0.288,2048,0,Silence0,40
28,0.298667,2048,0,Silence0,40
29,0.309333,2048,0,Silence0,137
30,0.32,2048,0,Silence0,60
31,0.330667,2048,0,Silence0,51
32,0.341333,2048,0,Silence0,33
33,0.352,2048,0,Silence0,98
34,0.362667,2048,0,Silence0,31
35,0.373333,2048,0,Silence0,29
36,0.384,2048,0,Silence0,28
37,0.394667,2048,0,Silence0,39
38,0.405333,2048,0,Silence0,29
39,0.416,2048,0,Silence0,29
40,0.426667,2048,0,Silence0,28
41,0.437333,2048,0,Silence0,39
42,0.448,2048,0,Silence0,28
43,0.458667,2048,0,Silence0,28
44,0.469333,2048,0,Silence0,28
45,0.48,2048,0,Silence0,40
46,0.490667,2048,0,Silence0,29
47,0.501333,2048,0,Silence0,29
48,0.512,2048,0,Silence0,28
49,0.522667,2048,0,Silence0,38
50,0.533333,2048,0,Silence0,29
51,0.544,2048,0,Silence0,52
52,0.554667,2048,0,Silence0,32
53,0.565333,2048,0,Silence0,39
54,0.576,2048,0,Silence0,29
55,0.586667,2048,0,Silence0,28
56,0.597333,2048,0,Silence0,28
57,0.608,2048,0,Silence0,39
58,0.618667,2048,0,Silence0,29
59,0.629333,2048,0,Silence0,28
60,0.64,2048,0,Silence0,28
61,0.650667,2048,0,Silence0,132
62,0.661333,2048,0,Silence0,30
63,0.672,2048,0,Silence0,48
