Buffnum,Timestamp,Buffer Size, Detected Freq (Hz), Interpol Note, Commputation Time (uS)
541,1.44267,2048,0,Silence0,14
542,1.44533,2048,0,Silence0,14
543,1.448,2048,0,Silence0,14
544,1.45067,2048,0,Silence0,14
545,1.45333,2048,0,Silence0,14
546,1.456,2048,0,Silence0,20
547,1.45867,2048,0,Silence0,14
548,1.46133,2048,0,Silence0,14
549,1.464,2048,0,Silence0,14
550,1.46667,2048,0,Silence0,14
551,1.46933,2048,0,Silence0,14
552,1.472,2048,0,Silence0,14
553,1.47467,2048,0,Silence0,14
554,1.47733,2048,0,Silence0,14
555,1.48,2048,0,Silence0,14
556,1.48267,2048,0,Silence0,14
557,1.48533,2048,0,Silence0,14
558,1.488,2048,0,Silence0,14
559,1.49067,2048,0,Silence0,14
560,1.49333,2048,0,Silence0,14
561,1.496,2048,0,Silence0,14
562,1.49867,2048,0,Silence0,20
563,1.50133,2048,0,Silence0,14
564,1.504,2048,0,Silence0,14
565,1.50667,2048,0,Silence0,14
566,1.50933,2048,0,Silence0,14
567,1.512,2048,0,Silence0,14
568,1.51467,2048,0,Silence0,32
569,1.51733,2048,0,Silence0,14
570,1.52,2048,0,Silence0,14
571,1.52267,2048,0,Silence0,14
572,1.52533,2048,0,Silence0,14
573,1.528,2048,0,Silence0,14
574,1.53067,2048,0,Silence0,14
575,1.53333,2048,0,Silence0,14
576,1.536,2048,0,Silence0,14
577,1.53867,2048,0,Silence0,14
578,1.54133,2048,0,Silence0,20
579,1.544,2048,0,Silence0,14
580,1.54667,2048,0,Silence0,14
581,1.54933,2048,0,Silence0,14
582,1.552,2048,0,Silence0,14
583,1.55467,2048,0,Silence0,14
584,1.55733,2048,0,Silence0,14
585,1.56,2048,0,Silence0,14
586,1.56267,2048,0,Silence0,14
587,1.56533,2048,0,Silence0,14
588,1.568,2048,0,Silence0,14
589,1.57067,2048,0,Silence0,14
590,1.57333,2048,0,Silence0,14
591,1.576,2048,0,Silence0,14
592,1.57867,2048,0,Silence0,14
593,1.58133,2048,0,Silence0,14
594,1.584,2048,0,Silence0,20
595,1.58667,2048,0,Silence0,14
596,1.58933,2048,0,Silence0,14
597,1.592,2048,0,Silence0,14
598,1.59467,2048,0,Silence0,14
599,1.59733,2048,0,Silence0,14
600,1.6,2048,0,Silence0,14
601,1.60267,2048,0,Silence0,14
602,1.60533,2048,0,Silence0,14
603,1.608,2048,0,Silence0,14
604,1.61067,2048,0,Silence0,14
605,1.61333,2048,0,Silence0,14
606,1.616,2048,0,Silence0,14
607,1.61867,2048,0,Silence0,14
608,1.62133,2048,0,Silence0,14
609,1.624,2048,0,Silence0,14
610,1.62667,2048,0,Silence0,21
611,1.62933,2048,0,Silence0,14
612,1.632,2048,0,Silence0,14
613,1.63467,2048,0,Silence0,14
614,1.63733,2048,0,Silence0,14
615,1.64,2048,0,Silence0,14
616,1.64267,2048,0,Silence0,14
617,1.64533,2048,0,Silence0,14
618,1.648,2048,0,Silence0,14
619,1.65067,2048,0,Silence0,14
620,1.65333,2048,0,Silence0,14
621,1.656,2048,0,Silence0,14
622,1.65867,2048,0,Silence0,14
623,1.66133,2048,0,Silence0,14
624,1.664,2048,0,Silence0,14
625,1.66667,2048,0,Silence0,14
626,1.66933,2048,0,Silence0,20
627,1.672,2048,0,Silence0,14
628,1.67467,2048,0,Silence0,14
629,1.67733,2048,0,Silence0,14
630,1.68,2048,0,Silence0,15
631,1.68267,2048,0,Silence0,14
632,1.68533,2048,0,Silence0,14
633,1.688,2048,0,Silence0,14
634,1.69067,2048,0,Silence0,14
635,1.69333,2048,0,Silence0,14
636,1.696,2048,0,Silence0,14
637,1.69867,2048,0,Silence0,14
638,1.70133,2048,0,Silence0,14
639,1.704,2048,0,Silence0,14
640,1.70667,2048,0,Silence0,14
641,1.70933,2048,0,Silence0,14
642,1.712,2048,0,Silence0,20
643,1.71467,2048,0,Silence0,14
644,1.71733,2048,0,Silence0,15
645,1.72,2048,0,Silence0,14
646,1.72267,2048,0,Silence0,14
647,1.72533,2048,0,Silence0,14
648,1.728,2048,0,Silence0,14
649,1.73067,2048,0,Silence0,14
650,1.73333,2048,0,Silence0,14
651,1.736,2048,0,Silence0,14
652,1.73867,2048,0,Silence0,14
653,1.74133,2048,0,Silence0,14
654,1.744,2048,0,Silence0,14
655,1.74667,2048,0,Silence0,14
656,1.74933,2048,0,Silence0,14
657,1.752,2048,0,Silence0,14
658,1.75467,2048,0,Silence0,20
659,1.75733,2048,0,Silence0,14
660,1.76,2048,0,Silence0,14
661,1.76267,2048,0,Silence0,14
662,1.76533,2048,0,Silence0,14
663,1.768,2048,0,Silence0,14
664,1.77067,2048,0,Silence0,14
665,1.77333,2048,0,Silence0,14
666,1.776,2048,0,Silence0,14
667,1.77867,2048,0,Silence0,14
668,1.78133,2048,0,Silence0,14
669,1.784,2048,0,Silence0,14
670,1.78667,2048,0,Silence0,14
671,1.78933,2048,0,Silence0,14
672,1.792,2048,0,Silence0,14
673,1.79467,2048,0,Silence0,14
674,1.79733,2048,0,Silence0,20
675,1.8,2048,0,Silence0,14
676,1.80267,2048,0,Silence0,14
677,1.80533,2048,0,Silence0,14
678,1.808,2048,0,Silence0,14
679,1.81067,2048,0,Silence0,17
680,1.81333,2048,0,Silence0,59
681,1.816,2048,0,Silence0,16
682,1.81867,2048,0,Silence0,35
683,1.82133,2048,0,Silence0,37
684,1.824,2048,0,Silence0,32
685,1.82667,2048,0,Silence0,43
686,1.82933,2048,0,Silence0,33
687,1.832,2048,0,Silence0,14
688,1.83467,2048,0,Silence0,14
689,1.83733,2048,0,Silence0,14
690,1.84,2048,0,Silence0,21
691,1.84267,2048,0,Silence0,14
692,1.84533,2048,0,Silence0,14
693,1.848,2048,0,Silence0,14
694,1.85067,2048,0,Silence0,14
695,1.85333,2048,0,Silence0,14
696,1.856,2048,0,Silence0,14
697,1.85867,2048,0,Silence0,14
698,1.86133,2048,0,Silence0,14
699,1.864,2048,0,Silence0,14
700,1.86667,2048,0,Silence0,14
701,1.86933,2048,0,Silence0,14
702,1.872,2048,0,Silence0,14
703,1.87467,2048,0,Silence0,14
704,1.87733,2048,0,Silence0,14
705,1.88,2048,0,Silence0,14
706,1.88267,2048,0,Silence0,21
707,1.88533,2048,0,Silence0,14
708,1.888,2048,0,Silence0,14
709,1.89067,2048,0,Silence0,14
710,1.89333,2048,0,Silence0,14
711,1.896,2048,0,Silence0,14
712,1.89867,2048,0,Silence0,14
713,1.90133,2048,0,Silence0,14
714,1.904,2048,0,Silence0,14
715,1.90667,2048,0,Silence0,14
716,1.90933,2048,0,Silence0,14
717,1.912,2048,0,Silence0,14
718,1.91467,2048,0,Silence0,14
719,1.91733,2048,0,Silence0,14
720,1.92,2048,0,Silence0,14
721,1.92267,2048,0,Silence0,14
722,1.92533,2048,0,Silence0,20
723,1.928,2048,0,Silence0,14
724,1.93067,2048,0,Silence0,39
725,1.93333,2048,0,Silence0,32
726,1.936,2048,0,Silence0,15
727,1.93867,2048,0,Silence0,33
728,1.94133,2048,0,Silence0,14
729,1.944,2048,0,Silence0,14
730,1.94667,2048,0,Silence0,14
731,1.94933,2048,0,Silence0,14
732,1.952,2048,0,Silence0,14
733,1.95467,2048,0,Silence0,14
734,1.95733,2048,0,Silence0,14
735,1.96,2048,0,Silence0,14
736,1.96267,2048,0,Silence0,14
737,1.96533,2048,0,Silence0,14
738,1.968,2048,0,Silence0,20
739,1.97067,2048,0,Silence0,14
740,1.97333,2048,0,Silence0,14
741,1.976,2048,0,Silence0,14
742,1.97867,2048,0,Silence0,14
743,1.98133,2048,0,Silence0,14
