Sampling Frequency,True Frequency,Frequency Calculated,Cents Error,ACF Vals:
48000,970,960.0,-17.940409759165732,74.223,73.621,71.849,68.951,64.991,60.046,54.21,47.588,40.298,32.467,24.228,15.721,7.084,-1.539,-10.012,-18.2,-25.974,-33.218,-39.821,-45.687,-50.733,-54.891,-58.107,-60.345,-61.583,-61.817,-61.061,-59.341,-56.702,-53.201,-48.908,-43.907,-38.288,-32.155,-25.613,-18.776,-11.758,-4.677,2.353,9.219,15.814,22.036,27.792,32.997,37.578,41.473,44.632,47.018,48.608,49.391,49.371,48.565,47.001,44.72,41.774,38.224,34.14,29.599,24.686,19.486,14.092,8.593,3.082,-2.352,-7.623,-12.649,-17.354,-21.671,-25.539,-28.905,-31.728,-33.975,-35.625,-36.666,-37.096,-36.926,-36.174,-34.868,-33.044,-30.746,-28.026,-24.939,-21.546,-17.912,-14.104,-10.188,-6.232,-2.302,1.538,5.23,8.716,11.946,14.878,17.471,19.696,21.53,22.955,23.965,24.557,24.738,24.522,23.927,22.98,21.709,20.152,18.345,16.331,14.152,11.854,9.48,7.074,4.68,2.336,0.082,-2.051,-4.031,-5.832,-7.435,-8.823,-9.984,-10.914,-11.61,-12.077,-12.322,-12.357,-12.198,-11.863,-11.373,-10.752,-10.023,-9.212,-8.343,-7.44,-6.528,-5.628,-4.76,-3.94,-3.183,-2.501,-1.902,-1.39,-0.967,-0.631,-0.378,-0.199,-0.085,-0.023,0.0
